acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto
1 IPC 1860,,2017-01-12,2017-01-12,Thursday,NEW DELHI,8165015170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170005,7,2017-01-13,MANDIR MARG,00:06,379/34,21:45,21:45
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (911?” I} :51 3h? ER“): Beat N0(Eﬁ’c' if.) :",,,,NEW DELHI,8165015170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170006,,,MANDIR MARG,,376/363,,
1 IPC 1860,"UNDER R.KASHRAM METRO STATION, NEW DELHI",2017-01-17,2017-01-17,Tuesday,NEW DELHI,8165015170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170007,7,2017-01-17,MANDIR MARG,22:35,379,19:00,19:15
1 IPC 1860,"J 828, KALIBARI MARG, NEW DELHI",,,,NEW DELHI,8165015170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170008,,2017-01-18,MANDIR MARG,04:30,376/328/506/342,,
"1 ARMS ACT, 1959",Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 816501503,,,,NEW DELHI,8165015170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170009,,,MANDIR MARG,,25/27,17/01/2017,17/01/2017
1 IPC 1860,,,,,NEW DELHI,8165015170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170010,,2017-01-20,MANDIR MARG,19:40,498A/406/34,,
1 IPC 1860,BIHAR,2015-06-13,2015-12-21,INTERVENING DAY,NEW DELHI,8165015170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170011,,2017-01-21,MANDIR MARG,00:00,498A/406/34,00:00,00:00
1 IPC 1860,NEW DELHI,2015-08-27,2015-11-19,INTERVENING DAY,NEW DELHI,8165015170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170012,,2017-01-22,MANDIR MARG,00:00,498A/406/34,00:00,00:00
1 IPC 1860,,,,,NEW DELHI,8165015170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170013,,2017-01-23,MANDIR MARG,14:50,498A/406,,
1 IPC 1860,,,,,NEW DELHI,8165015170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170014,,2017-01-23,MANDIR MARG,17:45,279/337,,
1 IPC 1860,,,,,NEW DELHI,8165015170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170015,,2017-01-27,MANDIR MARG,20:20,323/341/506/34,,
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 816501501",,,,NEW DELHI,8165015170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170016,,,MANDIR MARG,,376,25/01/2017,25/01/2017
1 IPC 1860,"mm W 3mm m, m Thar HEB—r5 ON ROAD, NEW DELHI",2017-01-31,2017-01-31,Tuesday,NEW DELHI,8165015170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170017,7,2017-02-01,MANDIR MARG,17:00,356/379/34,21:15,21:15
1 IPC 1860,ImmanawmﬁﬁﬁﬁraWIﬁﬁmﬁw—dﬁéﬁﬁﬁ,2017-02-01,2017-02-01,Wednesday,NEW DELHI,8165015170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170018,7,2017-02-01,MANDIR MARG,21:50,279/337,21:30,21:30
1 IPC 1860,"BABA KHARAK SINGH MARG, TOWARD 0 PLACE, NEAR BUS STAND IN FRONT OF BANGLA SAHIB

ﬂl II-II IHIAIAHA hl—IIII",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165015170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170019,1,2017-02-06,MANDIR MARG,11:20,356/379/34,01:00,01:00
1 IPC 1860,smﬁgrhﬁrawmﬁiaﬁaﬁﬁmaéﬁﬁﬁ,2017-02-06,2017-02-06,Monday,NEW DELHI,8165015170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170020,7,2017-02-06,MANDIR MARG,21:50,356/379/34,20:30,20:30
1 IPC 1860,"ON BANGLA SAHIB ROAD, IN FRONT OF JESES AND MARRY SCHOOL GATE, NEW DELHI",2017-02-10,2017-02-10,Friday,NEW DELHI,8165015170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170021,7,2017-02-10,MANDIR MARG,20:00,379/356/411,19:30,19:30
1 IPC 1860,"m METRO STATION 25 31%, P.K. ROAD, NEW DELHI",2017-02-10,2017-02-10,Friday,NEW DELHI,8165015170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170022,7,2017-02-10,MANDIR MARG,21:51,379/356/34,21:51,21:51
1 IPC 1860,"SHOP NO. 46, BHAGAT SINGH MARKET, GOLE MARKET, NEW DELHI",2017-02-11,2017-02-12,INTERVENING DAY,NEW DELHI,8165015170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170023,,2017-02-12,MANDIR MARG,10:38,380/457,22:00,10:00
1 IPC 1860,"HARCOURT BUTLER SR. SEC. SCHOOL, MANDIR MARG, NEW DELHI",,,,NEW DELHI,8165015170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170024,,2017-02-13,MANDIR MARG,21:40,354(A)/354(D)/509,,
1 IPC 1860,"NEAR INDIAN OIL PETROL PUMP, ON BHAI VEER SINGH MARG,, GOLE MARKET, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165015170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170025,7,2017-02-13,MANDIR MARG,23:10,379/356/34,21:15,21:15
1 IPC 1860,"SBI BANK, BANGLA SAHIB ROAD, NEW DELHI",2017-02-15,2017-02-15,Wednesday,NEW DELHI,8165015170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170026,4,2017-02-15,MANDIR MARG,22:30,420/34,12:25,12:25
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 816501503",,,,NEW DELHI,8165015170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170027,,,MANDIR MARG,,377,09/02/2017,09/02/2017
1 IPC 1860,"H NO Gamma, R Kananatrﬁéﬁwﬁ",2017-02-17,2017-02-18,INTERVENING DAY,NEW DELHI,8165015170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170028,,2017-02-18,MANDIR MARG,08:15,380/457,17:30,08:00
1 IPC 1860,"EMERGENCY GATE, LHMC HOSPITAL, PANCHKUIAN ROAD, NEW DELHI",2017-02-18,2017-02-18,Saturday,NEW DELHI,8165015170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170029,4,2017-02-18,MANDIR MARG,14:00,420/34,10:35,11:00
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 816501509",,,,NEW DELHI,8165015170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170030,,,MANDIR MARG,,377/506/34,19/02/2017,19/02/2017
1 IPC 1860,"TOLASTOY MARG NEAR JANPATH METRO STATION, CONNAUGHT PLACE NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170002,7,2017-01-05,CONNAUGHT PLACE,22:50,354/34,21:00,21:00
1 IPC 1860,"HALDIRAM, CONNAUGHT PLACE NEW DELHI",2017-01-07,2017-01-07,Saturday,NEW DELHI,8165011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170003,5,2017-01-07,CONNAUGHT PLACE,15:30,379,14:10,14:10
1 IPC 1860,"OUTER CIRCLE INFRONT OF H BLOCK, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165011170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170004,1,2017-01-08,CONNAUGHT PLACE,03:45,356/379/411/34,00:30,00:30
1 IPC 1860,"N-22, OUTER CIRCLE, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-09,INTERVENING DAY,NEW DELHI,8165011170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170005,,2017-01-09,CONNAUGHT PLACE,10:05,457/380,08:30,06:45
1 IPC 1860,NOT KNOWN,,,,NEW DELHI,8165011170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170006,,2017-01-11,CONNAUGHT PLACE,18:20,174A,,
1 IPC 1860,NOT KNOWN,,,,NEW DELHI,8165011170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170007,,2017-01-11,CONNAUGHT PLACE,18:30,174A,,
1 IPC 1860,SHIVAJI STADIUM TERMINAL,2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170008,7,2017-01-11,CONNAUGHT PLACE,23:08,379,20:30,20:30
1 IPC 1860,"OUTER CIRCLE OPPOSITE, REGAL CINEMA CON PLACE",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170009,6,2017-01-11,CONNAUGHT PLACE,23:09,356/379/34,18:30,18:30
1 IPC 1860,"IN FRONT OF REGAL, OUTER CIRCLE CON PLACE",2017-01-12,2017-01-12,Thursday,NEW DELHI,8165011170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170010,5,2017-01-12,CONNAUGHT PLACE,15:35,379/511/34,13:15,13:15
1 IPC 1860,"HANUMAN ROAD CROSSING, CONNAUGHT PLACE NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170011,5,2017-01-18,CONNAUGHT PLACE,18:45,279/337,15:20,15:20
1 IPC 1860,"INFRONT OF HALDIRAM, L BLOCK CONNAUGHT PLACE ND",2017-01-20,2017-01-20,Friday,NEW DELHI,8165011170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170012,8,2017-01-20,CONNAUGHT PLACE,23:20,379,22:20,22:20
1 IPC 1860,"HOTEL CONNAUGHT, 37, SHAHID BHAGAT SINGH MARG, CONNAUGHT PLACE NEW DELHI",2017-01-21,2017-01-21,Saturday,NEW DELHI,8165011170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170013,5,2017-01-21,CONNAUGHT PLACE,18:00,454/380/411/34,14:30,14:30
1 IPC 1860,"INNVOB, 2ND FLOOR, REGAL BUILDING, CONNAUGHT PLACE NEW DELHI",2016-05-01,2016-12-03,INTERVENING DAY,NEW DELHI,8165011170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170014,,2017-01-22,CONNAUGHT PLACE,21:45,420,00:00,00:00
1 IPC 1860,"C 17, IST FLOOR, COFFEE CAFE DAY CON PLACE",2017-01-23,2017-01-23,Monday,NEW DELHI,8165011170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170015,,2017-01-24,CONNAUGHT PLACE,16:25,380,01:00,08:00
1 IPC 1860,"IN FRONT OF METRO STATION GATE NO 3, INNER CIRCLE CON PLACE N DELHI",2017-01-24,2017-01-24,Tuesday,NEW DELHI,8165011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170016,8,2017-01-24,CONNAUGHT PLACE,23:55,379,23:10,23:10
1 IPC 1860,,,,,NEW DELHI,8165011170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170017,,2017-01-25,CONNAUGHT PLACE,15:15,420,,
1 IPC 1860,"SHOP NO. - 26, REGAL BUILDING, CONNAUGHT PLACE NEW DELHI",2017-01-27,2017-01-28,INTERVENING DAY,NEW DELHI,8165011170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170018,,2017-01-28,CONNAUGHT PLACE,10:15,457/380,20:00,08:00
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 816501104",,,,NEW DELHI,8165011170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170019,,,CONNAUGHT PLACE,,429/511/34,30/01/2017,30/01/2017
1 IPC 1860,"MIDDLE CIRCLE C BLOCK IN FRONT OF, C -23/2 CONNAUGHT PLACE",2017-01-30,2017-01-30,Monday,NEW DELHI,8165011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170020,5,2017-01-30,CONNAUGHT PLACE,15:55,379,14:30,14:30
1 IPC 1860,"G 17 MARINA ARCADE, CONNAUGHT PLACE",2016-09-01,2016-09-30,INTERVENING DAY,NEW DELHI,8165011170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170021,,2017-01-31,CONNAUGHT PLACE,14:25,420/1203/34,08:00,23:59
1 IPC 1860,"ASHOKA ROAD, HOTEL SANGRILA EROS NEW DELHI",2017-01-29,2017-01-29,Sunday,NEW DELHI,8165011170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170022,8,2017-01-31,CONNAUGHT PLACE,19:15,379,23:30,23:30
1 IPC 1860,"0-33, FIRST FLOOR, CONNAUGHT PLACE NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165011170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170023,1,2017-02-02,CONNAUGHT PLACE,04:50,336,01:55,01:55
1 IPC 1860,"INFRONT OF RADISSON HOTEL, G BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-03,2017-02-03,Friday,NEW DELHI,8165011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170024,7,2017-02-03,CONNAUGHT PLACE,21:45,379/411,20:10,20:10
1 IPC 1860,"D BLOCK CON PLACE, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165011170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170025,5,2017-02-05,CONNAUGHT PLACE,16:35,379,14:30,14:30
1 IPC 1860,"mam éﬁam 1‘4?! @321: as emer, ER awn mﬁ’a W a: TRAFFIC OFFICE, 25 amﬁr CONN. PLACE NEW DEL",2017-02-06,2017-02-06,Monday,NEW DELHI,8165011170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170026,4,2017-02-06,CONNAUGHT PLACE,14:00,379/356/411,10:30,10:30
1 IPC 1860,"INFRONT OF ARYA SMAJ MANDIR, HANUMAN ROAD, CONNAUGHT PLACE NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170027,5,2017-02-06,CONNAUGHT PLACE,16:15,356/379/34,14:30,14:30
1 IPC 1860,"NEAR SHIVAJI STADIUM TERMINAL, P BLCOK, CONNAUGHT PLACE NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165011170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170028,6,2017-02-07,CONNAUGHT PLACE,18:40,354(D)/509/323/34,16:40,16:40
1 IPC 1860,"SBI ATM B- BLOCK, MIDDLE CIRCLE, CONNAUGHT PLACE NEW DELHI",2016-11-02,2016-11-02,Wednesday,NEW DELHI,8165011170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170029,8,2017-02-08,CONNAUGHT PLACE,09:50,420,23:41,23:41
1 IPC 1860,"ICICI BANK A-9, A BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-09,2017-02-09,Thursday,NEW DELHI,8165011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170030,6,2017-02-09,CONNAUGHT PLACE,22:15,420/34,17:47,17:47
1 IPC 1860,"FLAT NO C-ll/3, TILAK LANE % ETFler",2017-01-02,2017-01-03,INTERVENING DAY,NEW DELHI,8165035170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170002,,2017-01-03,TILAK MARG,19:05,379,21:00,17:00
1 IPC 1860,"MOTHER DAIRY VEGETABLE BOOTH 25 1%, gm amaﬁ 1am mﬁ, TEE ﬁ—aﬁa",2017-01-02,2017-01-02,Monday,NEW DELHI,8165035170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170003,3,2017-01-03,TILAK MARG,20:35,341/323/506/34,09:15,09:15
1 IPC 1860,"CHAMBER NO 682, PATIALA HOUSE COURT, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165035170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170004,6,2017-01-05,TILAK MARG,21:00,354(A),18:00,18:00
1 IPC 1860,"STALL NO. 39, HALL NO. 18, PRAGATI MAIDAN, NEW DELHI",2017-01-06,2017-01-07,INTERVENING DAY,NEW DELHI,8165035170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170005,,2017-01-07,TILAK MARG,12:10,379,19:15,09:30
1 IPC 1860,"GATE No.7, PRAGATI MAIDAN, NEW DELHI",2017-01-07,2017-01-07,Saturday,NEW DELHI,8165035170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170006,5,2017-01-07,TILAK MARG,17:50,379/356,15:00,15:00
1 IPC 1860,"NATIONAL MODERN GALLERY OF ART, NEW DELHI",2017-01-09,2017-01-09,Monday,NEW DELHI,8165035170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170007,3,2017-01-09,TILAK MARG,14:40,380/411/34,09:10,09:10
1 IPC 1860,"ROOM NO 129, KG MARG, MAHARASHTRA SADAN NEW DELHI",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165035170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170008,3,2017-01-11,TILAK MARG,13:30,380,08:00,09:15
1 IPC 1860,"SUPREME COURT OF INDIA, NEW DELHI",,,,NEW DELHI,8165035170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170009,,2017-01-11,TILAK MARG,16:15,380,,
1 IPC 1860,"SUPREME COURT LIBRARY, OUT SIDE WASH ROOM",2017-01-13,2017-01-13,Friday,NEW DELHI,8165035170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170010,4,2017-01-13,TILAK MARG,14:30,379,10:40,10:40
1 IPC 1860,"FEROSHA ROAD INFRONT OF RAVINDRA BHAWAN, NEW DELHI",2017-01-13,2017-01-13,Friday,NEW DELHI,8165035170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170011,5,2017-01-13,TILAK MARG,18:45,279/337,14:20,14:20
1 IPC 1860,gumﬁfrnﬁﬁnﬁ'iaﬁmﬁﬁmﬁﬂéﬁﬁﬁ,2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165035170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170012,2,2017-01-18,TILAK MARG,23:00,279/337,04:27,04:27
1 IPC 1860,"INFRONT OF DOOR DARSHAN OUT SIDE, BHAGWAN DASS ROAD",2017-01-20,2017-01-20,Friday,NEW DELHI,8165035170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170013,4,2017-01-20,TILAK MARG,15:10,279/337,11:10,11:10
1 IPC 1860,"JAIPUR TO DELHI, BUS NO.RJ14PB 4651",2017-01-20,2017-01-20,Friday,NEW DELHI,8165035170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170014,,2017-01-20,TILAK MARG,19:45,379,11:00,17:40
1 IPC 1860,"CIVIL SERVICE OFFICER CLUB KG MARG, NEAR MASJID NEW DELHI",2017-01-21,2017-01-21,Saturday,NEW DELHI,8165035170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170015,1,2017-01-21,TILAK MARG,02:15,379,01:00,01:00
1 IPC 1860,"PANDARA LANE NEAR DUSTBEEN, NEW DELHI",2017-01-22,2017-01-22,Sunday,NEW DELHI,8165035170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170016,1,2017-01-22,TILAK MARG,03:00,379,00:05,01:45
1 IPC 1860,"INDIA GATE CIRLCE, NEAR CHILDREN PARK, NEW DELHI",2017-01-23,2017-01-23,Monday,NEW DELHI,8165035170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170017,8,2017-01-24,TILAK MARG,00:20,279/337,22:00,22:00
1 IPC 1860,"IN FRONT OF COURT No.9, DELHI HIGH COURT, NEW DELHI",2017-01-25,2017-01-25,Wednesday,NEW DELHI,8165035170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170018,5,2017-01-25,TILAK MARG,18:00,379,13:34,13:34
1 IPC 1860,"JASWANT SINGH ROAD, IN FRONT OF A.P. BHAWAN, NEAR 5 ASHOKA ROAD, NEW DELHI",2017-01-28,2017-01-28,Saturday,NEW DELHI,8165035170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170019,7,2017-01-28,TILAK MARG,22:30,379/356/34,21:00,21:00
1 IPC 1860,"PURANA QUILA PARK, NEW DELHI",,,,NEW DELHI,8165035170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170020,,2017-01-31,TILAK MARG,00:20,376,,
1 IPC 1860,"C-I/1, BAPA NAGAR, NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165035170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170021,,2017-02-02,TILAK MARG,08:50,457/380,02:00,07:00
1 IPC 1860,"IN FRONT OF A.P. BHAWAN, JASWANT SINGH ROAD, NEW DELHI",2017-02-04,2017-02-04,Saturday,NEW DELHI,8165035170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170022,7,2017-02-04,TILAK MARG,21:50,356/379/34,20:00,20:00
1 IPC 1860,"C HEXAGON RAJPATH, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165035170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170023,7,2017-02-05,TILAK MARG,22:05,379,21:15,21:30
1 IPC 1860,"RING ROAD, NEAR CPWD OFFICE, NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165035170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170024,1,2017-02-06,TILAK MARG,09:15,279/337,00:15,00:15
1 IPC 1860,"OPPOSITE GATE NO E, SUPREME COURT, MATHURA ROAD NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165035170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170025,3,2017-02-07,TILAK MARG,08:35,379/356/34,07:40,07:40
1 IPC 1860,"IN FRONT OF NATIONAL GALLARY OF MODERN ART, INDIA GATE CIRCLE, NEW DELHI",2017-02-11,2017-02-11,Saturday,NEW DELHI,8165035170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170026,5,2017-02-11,TILAK MARG,15:45,279/337,14:00,14:00
"1 SCH.CASTES AND THE SCH

nA-I- AAA!""","BHAIRO ROAD NEAR BHAIRO MANDIR, NEW DELHI",2016-10-06,2016-10-06,Thursday,NEW DELHI,8165035170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170027,6,2017-02-12,TILAK MARG,16:05,)3(1),16:30,16:30
1 IPC 1860,"OUTER CIRCLE NEAR C HEXAGON, SHAHAJAHN ROAD, NEW DELHI",2017-02-12,2017-02-12,Sunday,NEW DELHI,8165035170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170028,7,2017-02-12,TILAK MARG,21:30,379/356/34,20:00,20:00
1 IPC 1860,"NATIONAL SCHOOL OF DRAMA, BHAGWAN DASS ROAD, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165035170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170029,5,2017-02-13,TILAK MARG,19:00,379,13:45,13:45
1 IPC 1860,"RING ROAD, BHAIRO ROAD RED LIGHT, NEW DELHI",2017-02-17,2017-02-17,Friday,NEW DELHI,8165035170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170030,6,2017-02-18,TILAK MARG,10:45,356/379/34,16:30,16:30
1 IPC 1860,115 ANSAL BHAWAN KG MARG,,,,NEW DELHI,8165002170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170002,,2017-01-02,BARAKHAMBA ROAD,20:30,420/406/34,,
1 IPC 1860,115 ANSAL BHAWAN KG MARG,,,,NEW DELHI,8165002170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170003,,2017-01-02,BARAKHAMBA ROAD,21:25,420/406/34,,
1 IPC 1860,115 ANSAL BHAWAN KG MARG,,,,NEW DELHI,8165002170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170004,,2017-01-02,BARAKHAMBA ROAD,23:00,420/406/34,,
1 IPC 1860,"TODAY HOMES AND INFRASTRUCTURE PVT LTD, STATESMAN HOUSE, 8TH FLOOR, BARAKHAMB/

LII—ll] hf—I I II",,,,NEW DELHI,8165002170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170005,,2017-01-03,BARAKHAMBA ROAD,18:00,420/406,,
1 IPC 1860,"GATE NO. 2 LALIT HOTEL, BABAR ROAD, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170006,5,2017-01-05,BARAKHAMBA ROAD,16:35,379/356/34,14:00,14:00
1 IPC 1860,"B.K. ROAD SERVICE ROAD, NEAR IRAN EMBASSY, NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170007,5,2017-01-08,BARAKHAMBA ROAD,17:50,279/337,15:30,15:30
1 IPC 1860,"M/S PARSVNATH DEVELOPERS LTD, 6TH FLOOR ARUNACHAL BUILDING, 19, BK. ROAD, NEW DEL",,,,NEW DELHI,8165002170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170008,,2017-01-08,BARAKHAMBA ROAD,22:00,420/406,,
1 IPC 1860,"517A, NARAYAN MANZIL, 23, BARAKHAMBA ROAD, NEW DELHI",,,,NEW DELHI,8165002170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170009,,2017-01-12,BARAKHAMBA ROAD,21:30,420/406,,
