acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,Formatted_address,Lat,Long,full_charge,group_charge,hour
1 IPC 1860,"IN FRONT OF METRO STATION GATE NO 3, INNER CIRCLE CON PLACE N DELHI",2017-01-24,2017-01-24,Tuesday,NEW DELHI,8165011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170016,8,2017-01-24,CONNAUGHT PLACE,23:55,379,23:10,23:10,"A-12, Inner Circle, Connaught Place, New Delhi, Delhi 110001, India",28.6331003,77.21777,Theft,Theft,23.0
1 IPC 1860,"SHOP NO. - 26, REGAL BUILDING, CONNAUGHT PLACE NEW DELHI",2017-01-27,2017-01-28,INTERVENING DAY,NEW DELHI,8165011170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170018,0,2017-01-28,CONNAUGHT PLACE,10:15,457/380,20:00,08:00,"26, Regal building, next to PVR, rivoli,baba kharak singh marg, Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",28.631058000000003,77.216701,Theft-house-trespass,Theft,20.0
1 IPC 1860,"MIDDLE CIRCLE C BLOCK IN FRONT OF, C -23/2 CONNAUGHT PLACE",2017-01-30,2017-01-30,Monday,NEW DELHI,8165011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170020,5,2017-01-30,CONNAUGHT PLACE,15:55,379,14:30,14:30,"no 4, Atul Grove Road, Janpath, Connaught Place, New Delhi, Delhi 110001, India",28.6283516,77.22286740000001,Theft,Theft,14.0
1 IPC 1860,"G 17 MARINA ARCADE, CONNAUGHT PLACE",2016-09-01,2016-09-30,INTERVENING DAY,NEW DELHI,8165011170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170021,0,2017-01-31,CONNAUGHT PLACE,14:25,420/1203/34,08:00,23:59,"G-17, Marina Arcade, Below Radisson Blue Marina Hotel, Connaught Circus, Connaught Place, New Delhi, Delhi 110001, India",28.6332918,77.2169296,cheating,cheating,8.0
1 IPC 1860,"ASHOKA ROAD, HOTEL SANGRILA EROS NEW DELHI",2017-01-29,2017-01-29,Sunday,NEW DELHI,8165011170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170022,8,2017-01-31,CONNAUGHT PLACE,19:15,379,23:30,23:30,"19, Ashoka Road, Janpath, Connaught Place, New Delhi, Delhi 110001, India",28.620957,77.218168,Theft,Theft,23.0
1 IPC 1860,"0-33, FIRST FLOOR, CONNAUGHT PLACE NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165011170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170023,1,2017-02-02,CONNAUGHT PLACE,04:50,336,01:55,01:55,"0, 1st Cross Rd, Block H, Sarojini Nagar, New Delhi, Delhi 110023, India",28.5782157,77.196561,endangering safety of others,endangering safety of others,1.0
1 IPC 1860,"INFRONT OF RADISSON HOTEL, G BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-03,2017-02-03,Friday,NEW DELHI,8165011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170024,7,2017-03-02,CONNAUGHT PLACE,21:45,379/411,20:10,20:10,"G-59, Connaught Circus, Block G, Connaught Place, New Delhi, Delhi 110001, India",28.633938,77.2171434,Theft,Theft,20.0
1 IPC 1860,"D BLOCK CON PLACE, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165011170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170025,5,2017-05-02,CONNAUGHT PLACE,16:35,379,14:30,14:30,"D Block, Connaught Place, New Delhi, Delhi 110001, India",28.6339192,77.22093559999998,Theft,Theft,14.0
1 IPC 1860,"INFRONT OF ARYA SMAJ MANDIR, HANUMAN ROAD, CONNAUGHT PLACE NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170027,5,2017-06-02,CONNAUGHT PLACE,16:15,356/379/34,14:30,14:30,"15, Hanuman Road, New Delhi, 110001, India",28.6277014,77.21232459999997,Snatching-Theft,Snatching,14.0
1 IPC 1860,"NEAR SHIVAJI STADIUM TERMINAL, P BLCOK, CONNAUGHT PLACE NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165011170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170028,6,2017-07-02,CONNAUGHT PLACE,18:40,354(D)/509/323/34,16:40,16:40,"Rai House,P-23/ Opp DTC Shivaji Stadium Terminal,, 10/90, Connaught Circus, Block P, Connaught Place, New Delhi, Delhi 110001, India",28.63282,77.21587199999998,Causing hurt-Stalking-sexual harrasement,sexual harrasement,16.0
1 IPC 1860,"SBI ATM B- BLOCK, MIDDLE CIRCLE, CONNAUGHT PLACE NEW DELHI",2016-11-02,2016-11-02,Wednesday,NEW DELHI,8165011170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170029,8,2017-08-02,CONNAUGHT PLACE,09:50,420,23:41,23:41,"B-38, Middle Cir, Block B, Connaught Place, New Delhi, Delhi 110001, India",28.634813800000003,77.2193877,cheating,cheating,23.0
1 IPC 1860,"ICICI BANK A-9, A BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-09,2017-02-09,Thursday,NEW DELHI,8165011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170030,6,2017-09-02,CONNAUGHT PLACE,22:15,420/34,17:47,17:47,"Phelps Building,, A-9, Connaught Place, New Delhi, Delhi 110001, India",28.632806800000004,77.2178988,cheating,cheating,17.0
1 IPC 1860,"CHAMBER NO 682, PATIALA HOUSE COURT, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165035170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170004,6,2017-05-01,TILAK MARG,21:00,354(A),18:00,18:00,"18, Lawyers Chambers Patiala House, Patiala House, India Gate, New Delhi, Delhi 110001, India",28.6153115,77.2344082,sexual harrasement,sexual harrasement,18.0
1 IPC 1860,"STALL NO. 39, HALL NO. 18, PRAGATI MAIDAN, NEW DELHI",2017-01-06,2017-01-07,INTERVENING DAY,NEW DELHI,8165035170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170005,0,2017-07-01,TILAK MARG,12:10,379,19:15,09:30,"Pragati Maidan, New Delhi, Delhi 110001, India",28.6197811,77.2441438,Theft,Theft,19.0
1 IPC 1860,"NATIONAL MODERN GALLERY OF ART, NEW DELHI",2017-01-09,2017-01-09,Monday,NEW DELHI,8165035170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170007,3,2017-09-01,TILAK MARG,14:40,380/411/34,09:10,09:10,"Jaipur House, Sher Shah Road, Near Delhi High Court, India Gate, New Delhi, Delhi 110003, India",28.6102166,77.2344188,Theft,Theft,9.0
1 IPC 1860,"ROOM NO 129, KG MARG, MAHARASHTRA SADAN NEW DELHI",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165035170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170008,3,2017-11-01,TILAK MARG,13:30,380,08:00,09:15,"K.G. Marg, Next to Baroda House, Connaught Place, New Delhi, Delhi 110001, India",28.6180853,77.2290624,Theft,Theft,8.0
1 IPC 1860,"CIVIL SERVICE OFFICER CLUB KG MARG, NEAR MASJID NEW DELHI",2017-01-21,2017-01-21,Saturday,NEW DELHI,8165035170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170015,1,2017-01-21,TILAK MARG,02:15,379,01:00,01:00,"F-116, Multi Storey Apartments, KG Marg, New Delhi, Delhi 110001, India",28.6190268,77.22673459999999,Theft,Theft,1.0
1 IPC 1860,"INDIA GATE CIRLCE, NEAR CHILDREN PARK, NEW DELHI",2017-01-23,2017-01-23,Monday,NEW DELHI,8165035170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170017,8,2017-01-24,TILAK MARG,00:20,279/337,22:00,22:00,"Children's Park, India Gate, New Delhi, Delhi 110001, India",28.6115511,77.23111870000002,Rash driving-endangering safety of others,Rash driving,22.0
1 IPC 1860,"JASWANT SINGH ROAD, IN FRONT OF A.P. BHAWAN, NEAR 5 ASHOKA ROAD, NEW DELHI",2017-01-28,2017-01-28,Saturday,NEW DELHI,8165035170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170019,7,2017-01-28,TILAK MARG,22:30,379/356/34,21:00,21:00,"No. 1, Ashoka Road, Near India Gate, New Delhi, Delhi 110001, India",28.6170935,77.22555109999998,Snatching-Theft,Snatching,21.0
1 IPC 1860,"C-I/1, BAPA NAGAR, NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165035170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170021,0,2017-02-02,TILAK MARG,08:50,457/380,02:00,07:00,"Bapa Nagar, India Gate, New Delhi, Delhi, India",28.6074435,77.2383599,Theft-house-trespass,Theft,2.0
1 IPC 1860,"IN FRONT OF A.P. BHAWAN, JASWANT SINGH ROAD, NEW DELHI",2017-02-04,2017-02-04,Saturday,NEW DELHI,8165035170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170022,7,2017-04-02,TILAK MARG,21:50,356/379/34,20:00,20:00,"No. 1, Ashoka Road, Near India Gate, New Delhi, Delhi 110001, India",28.6170935,77.22555109999998,Snatching-Theft,Snatching,20.0
1 IPC 1860,"C HEXAGON RAJPATH, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165035170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170023,7,2017-05-02,TILAK MARG,22:05,379,21:15,21:30,"C - Hexagon, New Delhi, Delhi 110001, India",28.6153832,77.2329892,Theft,Theft,21.0
1 IPC 1860,"RING ROAD, NEAR CPWD OFFICE, NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165035170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170024,1,2017-06-02,TILAK MARG,09:15,279/337,00:15,00:15,"Vikramshila Apartments Rd, New Delhi, Delhi 110016, India",28.543280300000006,77.18135459999998,Rash driving-endangering safety of others,Rash driving,0.0
1 IPC 1860,"OPPOSITE GATE NO E, SUPREME COURT, MATHURA ROAD NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165035170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170025,3,2017-07-02,TILAK MARG,08:35,379/356/34,07:40,07:40,"150, Jeewan Nagar, Opp. Maharani Bagh, Sunlight Colony, New Delhi, Delhi 110014, India",28.5782918,77.2593703,Snatching-Theft,Snatching,7.0
1 IPC 1860,"IN FRONT OF NATIONAL GALLARY OF MODERN ART, INDIA GATE CIRCLE, NEW DELHI",2017-02-11,2017-02-11,Saturday,NEW DELHI,8165035170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170026,5,2017-11-02,TILAK MARG,15:45,279/337,14:00,14:00,"Jaipur House, Sher Shah Road, Near Delhi High Court, India Gate, New Delhi, Delhi 110003, India",28.6102166,77.2344188,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"NATIONAL SCHOOL OF DRAMA, BHAGWAN DASS ROAD, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165035170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170029,5,2017-02-13,TILAK MARG,19:00,379,13:45,13:45,"Bahawalpur House, 1, Bhagwandas Road, Mandi House, New Delhi, Delhi 110001, India",28.625052,77.234044,Theft,Theft,13.0
1 IPC 1860,"GATE NO. 2 LALIT HOTEL, BABAR ROAD, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170006,5,2017-05-01,BARAKHAMBA ROAD,16:35,379/356/34,14:00,14:00,"Barakhamba Avenue, Connaught Place,Near Modern School, New Delhi, Delhi 110001, India",28.6313495,77.2273338,Snatching-Theft,Snatching,14.0
1 IPC 1860,"B.K. ROAD SERVICE ROAD, NEAR IRAN EMBASSY, NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170007,5,2017-08-01,BARAKHAMBA ROAD,17:50,279/337,15:30,15:30,"5, Barakhamba Rd, New Delhi, Delhi 110001, India",28.627122,77.228078,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,HOTEL LALIT NEW DELHI,2017-02-01,2017-02-02,INTERVENING DAY,NEW DELHI,8165002170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170013,0,2017-02-02,BARAKHAMBA ROAD,03:40,380/34,22:30,00:30,"Barakhamba Avenue, Connaught Place,Near Modern School, New Delhi, Delhi 110001, India",28.6313495,77.2273338,Theft,Theft,22.0
1 IPC 1860,"BAL SAHYOG, OPPOSITE L- BLOCK MARKET, CONNAUGHT PLACE, NEW DELHI, 110001",2017-02-03,2017-02-03,Friday,NEW DELHI,8165002170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170015,2,2017-03-02,BARAKHAMBA ROAD,20:40,363,04:00,05:00,"Opposite L-Block Market, Connaught Circus, New Delhi, Delhi 110001, India",28.6348677,77.22217629999999,Kidnapping,Kidnapping,4.0
1 IPC 1860,BAL SAHYOG OPP-L BLOCK,2017-03-01,2017-03-01,Wednesday,NEW DELHI,8165002170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170021,2,2017-02-03,BARAKHAMBA ROAD,19:00,363,05:00,06:00,"Opposite L-Block Market, Connaught Circus, New Delhi, Delhi 110001, India",28.6348677,77.22217629999999,Kidnapping,Kidnapping,5.0
1 IPC 1860,GATE NO. 2 NEW DELHI HOUSE,2017-03-10,2017-03-10,Friday,NEW DELHI,8165002170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170023,4,2017-11-03,BARAKHAMBA ROAD,18:35,354/506/509,12:20,12:20,"Gali Number 2, Batla House, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India",28.568625399999995,77.2895183,Criminal intimidation-sexual harrasement,sexual harrasement,12.0
1 IPC 1860,18 FIROZSHAH ROAD,2017-03-24,2017-03-24,Friday,NEW DELHI,8165002170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170025,1,2017-03-26,BARAKHAMBA ROAD,11:55,380/457,00:00,00:00,"18, Firozeshah Rd, HC Mathur Lane, New Delhi, Delhi 110001, India",28.6215894,77.22267990000002,Theft-house-trespass,Theft,0.0
1 IPC 1860,"BAL SAHYOG, OPPOSITE L BLOCK, CONNAUGHT PLACE, NEW DELHI",2017-03-23,2017-03-23,Thursday,NEW DELHI,8165002170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170027,7,2017-03-27,BARAKHAMBA ROAD,16:10,363,19:30,20:00,"Opposite L-Block Market, Connaught Circus, New Delhi, Delhi 110001, India",28.6348677,77.22217629999999,Kidnapping,Kidnapping,19.0
1 IPC 1860,802 AMBADEEP BUILDING,2016-02-16,2016-02-17,INTERVENING DAY,NEW DELHI,8165002170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170029,0,2017-03-31,BARAKHAMBA ROAD,16:30,380,00:00,00:00,"Ambadeep Building, Barakhamba Rd, Barakhamba, New Delhi, Delhi 110001, India",28.6285812,77.2255613,Theft,Theft,0.0
1 IPC 1860,"JALEBI CHOWK NORTH BLOCK, NEW DELHI",2017-01-12,2017-01-12,Thursday,NEW DELHI,8165022170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170004,3,2017-12-01,PARLIAMENT STREET,08:50,325/34,08:30,08:30,"New Delhi Main Rd, D Block, Madanpur Khadar, New Delhi, Delhi 110076, India",28.5326268,77.3149028,grievous hurt,grievous hurt,8.0
1 IPC 1860,"RAFI MARG, NEAR METRO STATION CENTRAL SECTRIATE, NEW DELHI",2017-01-14,2017-01-14,Saturday,NEW DELHI,8165022170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170005,7,2017-01-15,PARLIAMENT STREET,00:10,279/337,21:50,21:50,"Rafi Ahmed Kidwai Marg, Rajpath Road Area, Central Secretariat, New Delhi, Delhi 110001, India",28.6151665,77.21197540000001,Rash driving-endangering safety of others,Rash driving,21.0
1 IPC 1860,NEW DELHI,2017-01-10,2017-01-10,Tuesday,NEW DELHI,8165022170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170006,5,2017-01-16,PARLIAMENT STREET,11:15,420,13:30,13:43,"New Delhi, Delhi, India",28.6139391,77.20902120000002,cheating,cheating,13.0
1 IPC 1860,"JAI SINGH ROAD IN FRONT OF GATE NO 5 YWCA, NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165022170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170007,7,2017-01-18,PARLIAMENT STREET,21:30,356/379/34,20:40,20:40,"Jai Singh Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.6263555,77.21185059999998,Snatching-Theft,Snatching,20.0
1 IPC 1860,"GURUDWARA BANGLA SHAHIB, BUS STAND, NEW DELHI",2017-01-22,2017-01-22,Sunday,NEW DELHI,8165022170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170008,8,2017-01-23,PARLIAMENT STREET,04:55,324,22:30,22:30,"Pandit Pant Marg Area, Sansad Marg Area, New Delhi, Delhi 110001, India",28.625179,77.20961899999998,hurt by dangerous weapons,hurt by dangerous weapons,22.0
1 IPC 1860,"RAJ PATH JANPATH CROSSING, NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165022170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170009,7,2017-06-02,PARLIAMENT STREET,23:55,279/337,20:30,20:30,"Rajpath Marg, New Delhi, Delhi, India",28.6136152,77.2150845,Rash driving-endangering safety of others,Rash driving,20.0
1 IPC 1860,"CONSTITUTION CLUB OF INDIA, RAFI MARG, NEW DELHI",2016-12-10,2016-12-10,Saturday,NEW DELHI,8165022170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170013,8,2017-02-16,PARLIAMENT STREET,17:30,379,22:30,23:00,"Rafi Marg, Behind Reserve Bank of India, New Delhi, Delhi 110001, India",28.6203947,77.2134043,Theft,Theft,22.0
1 IPC 1860,"R/A WINDSOR PLACE RAI SEENA RO, NEW DELHI",2017-02-22,2017-02-22,Wednesday,NEW DELHI,8165022170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170014,4,2017-02-22,PARLIAMENT STREET,15:05,279/337,12:20,12:20,"I,241 Peetam Pura, Pataudi House, New Delhi, Delhi 110001, India",28.6181929,77.2232709,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"ASHOKA ROAD NEAR G. BANGAL SAHIB, NEW DELHI.",2017-02-22,2017-02-22,Wednesday,NEW DELHI,8165022170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170015,4,2017-02-22,PARLIAMENT STREET,16:00,279/337,12:10,12:10,"Ashoka Road, Connaught Place, Next to Grand Post Office, New Delhi, Delhi 110001, India",28.6263529,77.2090803,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"RBI NEAR AKASHWANI BHAWAN RAFI MARG, NEW DELHI",2017-03-09,2017-03-09,Thursday,NEW DELHI,8165022170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170016,3,2017-09-03,PARLIAMENT STREET,11:40,279/337,08:03,08:03,"6, Sansad Marg, New Delhi, Delhi 110001, India",28.6209628,77.21163979999999,Rash driving-endangering safety of others,Rash driving,8.0
1 IPC 1860,"RAIN BASERA BANGLA SAHIB GURUDWARA, NEW DELHI",2017-03-10,2017-03-10,Friday,NEW DELHI,8165022170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170017,7,2017-11-03,PARLIAMENT STREET,00:30,354(A)/509,20:30,20:30,"Ashoka Road, Connaught Place, Next to Grand Post Office, New Delhi, Delhi 110001, India",28.6263529,77.2090803,sexual harrasement,sexual harrasement,20.0
1 IPC 1860,"OUT SIDE OF 11 ASHOKA ROAD, NEW DELHI",2017-03-11,2017-03-11,Saturday,NEW DELHI,8165022170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170018,5,2017-11-03,PARLIAMENT STREET,18:20,379/411,15:00,15:00,"11, Ashoka Rd, Pandit Pant Marg Area, Sansad Marg Area, New Delhi, Delhi 110001, India",28.624625899999995,77.2106191,Theft,Theft,15.0
1 IPC 1860,"SANSAD MARG NEAR SBI BANK, NEW DELHI",2017-03-10,2017-03-10,Friday,NEW DELHI,8165022170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170019,4,2017-11-03,PARLIAMENT STREET,19:00,279/337,10:00,10:00,"10, Sansad Marg, Janpath, Connaught Place, New Delhi, Delhi 110001, India",28.6259247,77.2144437,Rash driving-endangering safety of others,Rash driving,10.0
1 IPC 1860,"RAILWAY MINISTRY RESERVATION CELL RAIL BHAWAN, NEW DELHI",2017-03-17,2017-03-17,Friday,NEW DELHI,8165022170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170022,1,2017-03-23,PARLIAMENT STREET,16:35,420/468/471,00:00,00:00,"Room No. 256-A, Rail Bhavan, Raisina Road, New Delhi, Delhi 110001, India",28.6158245,77.2115936,cheating,cheating,0.0
1 IPC 1860,"NEAR METRO STATION PATEL CHOWK, NEW DELHI",2017-03-24,2017-03-24,Friday,NEW DELHI,8165022170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170030,8,2017-03-25,PARLIAMENT STREET,00:30,379/356/34,22:20,22:20,"Ashoka Road, Crossing,, Sansad Marg, New Delhi, Delhi 110001, India",28.6232809,77.214478,Snatching-Theft,Snatching,22.0
1 IPC 1860,"186, MP FLAT, SOUTH AVENUE, NEW DELHI",2017-01-16,2017-01-16,Monday,NEW DELHI,8165037170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170002,7,2017-01-28,SOUTH AVENUE,18:45,507,19:27,19:27,"Dr APJ Abdul Kalam Rd, South Avenue Lane Area, Tughlak Road Area, New Delhi, Delhi 110001, India",28.599255300000006,77.21639870000001,Criminal intimidation,Others,19.0
1 IPC 1860,"RAFI MARG, UDYOG BHAWAN, NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165037170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170003,6,2017-07-02,SOUTH AVENUE,17:45,379,16:30,16:30,"Rafi Ahmed Kidwai Marg, Rajpath Area, Central Secretariat, New Delhi, Delhi 110001, India",28.6125345,77.2122982,Theft,Theft,16.0
1 IPC 1860,"GATE NO. 5, SENA BHAWAN, K. KAMRAJ MARG, NEW DELHI",2017-02-16,2017-02-17,INTERVENING DAY,NEW DELHI,8165037170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170006,0,2017-03-16,SOUTH AVENUE,17:25,379,19:00,09:00,"Kamraj Road, Vijay Chowk Area, Central Secretariat, New Delhi, Delhi 110011, India",28.6082061,77.20660059999999,Theft,Theft,19.0
1 IPC 1860,"DALHOUSEI ROAD, NEAR D.R.D.O, NEW DELHI",2017-03-30,2017-03-30,Thursday,NEW DELHI,8165037170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170008,5,2017-03-30,SOUTH AVENUE,14:30,279/338,14:20,14:20,"Rajaji Marg, Vijay Chowk Area, Central Secretariat, New Delhi, Delhi 110004, India",28.6100132,77.20432109999999,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"NATIONAL MUSEUM BUS STAND, JANPATH",2017-04-06,2017-04-06,Thursday,NEW DELHI,8165037170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170009,6,2017-06-04,SOUTH AVENUE,16:22,279/337,16:00,16:00,"Janpath Rd, Rajpath Area, Central Secretariat, New Delhi, Delhi 110011, India",28.611199,77.218228,Rash driving-endangering safety of others,Rash driving,16.0
1 IPC 1860,NIRMAN BHAWAN BUS STAND,2017-04-19,2017-04-19,Wednesday,NEW DELHI,8165037170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170013,5,2017-04-19,SOUTH AVENUE,15:15,379,13:00,13:00,"Motilal Nehru Marg Area, New Delhi, Delhi 110011, India",28.610211,77.217407,Theft,Theft,13.0
1 IPC 1860,"FOOT PATH, MAN SINGH ROAD NEAR IN GATE V.P HOUSE, NEW DELHI",2017-04-26,2017-04-26,Wednesday,NEW DELHI,8165037170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170014,7,2017-04-26,SOUTH AVENUE,21:57,356/379/34,21:50,21:50,"Gali No 9 Shop No 4, Main Road, Sangam Vihar, Main Road, Block B, Devli, Sangam Vihar, New Delhi, Delhi 110062, India",28.5019543,77.23764140000002,Snatching-Theft,Snatching,21.0
1 IPC 1860,"VIGYAN BHAWAN, NEW DELHI",2017-04-29,2017-04-29,Saturday,NEW DELHI,8165037170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170015,0,2017-04-29,SOUTH AVENUE,20:00,420/468/471,09:00,14:00,"Rajpath Area, Central Secretariat, New Delhi, Delhi 110001, India",28.610821,77.2205578,cheating,cheating,9.0
