acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour,Formatted_address,Lat,Long
1 IPC 1860,"5, MAN SINGH ROAD, NEW DELHI",2013-12-12,2016-02-10,INTERVENING DAY,NEW DELHI,8165036170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170010,,2016-02-11,TUGHLAK ROAD,11:00,420,00:00,23:59,cheating,cheating,0.0,"Man Singh Rd, New Delhi, Delhi, India",28.6101997,77.22451290000002
1 IPC 1860,"98, LODHI ESTATE, NEW DELHI",2017-02-03,2017-02-04,INTERVENING DAY,NEW DELHI,8165036170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170011,,2017-02-04,TUGHLAK ROAD,08:45,379,23:00,06:00,Theft,Theft,23.0,"98, Gokalpuri, Lodhi Estate, New Delhi, Delhi 110003, India",28.591292,77.227453
1 IPC 1860,"98, LODHI ESTATE, NEW DELHI",2017-02-03,2017-02-04,INTERVENING DAY,NEW DELHI,8165036170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170011,,2017-02-04,TUGHLAK ROAD,08:45,379,23:00,06:00,Theft,Theft,23.0,"98, Gokalpuri, Lodhi Estate, New Delhi, Delhi 110003, India",28.591292,77.227453
1 IPC 1860,"PR ROAD, NEW DELHI",2017-01-30,2017-01-30,Monday,NEW DELHI,8165036170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170012,8,2017-01-30,TUGHLAK ROAD,22:10,279/337,22:00,22:00,Rash driving-endangering safety of others,Rash driving,22.0,"321, Ignou Main Rd, Phase 2, Neb Sarai, Sainik Farm, New Delhi, Delhi 110068, India",28.505511,77.199114
1 IPC 1860,"PR ROAD, NEW DELHI",2017-01-30,2017-01-30,Monday,NEW DELHI,8165036170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170012,8,2017-01-30,TUGHLAK ROAD,22:10,279/337,22:00,22:00,Rash driving-endangering safety of others,Rash driving,22.0,"321, Ignou Main Rd, Phase 2, Neb Sarai, Sainik Farm, New Delhi, Delhi 110068, India",28.505511,77.199114
1 IPC 1860,"32, ABDUL KALAM ROAD, NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165036170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170013,4,2017-02-02,TUGHLAK ROAD,15:00,420,12:05,12:05,cheating,cheating,12.0,"32, Dr APJ Abdul Kalam Rd, Tees January Road Area, Motilal Nehru Marg Area, New Delhi, Delhi 110001, India",28.5978703,77.21160390000001
1 IPC 1860,"32, ABDUL KALAM ROAD, NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165036170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170013,4,2017-02-02,TUGHLAK ROAD,15:00,420,12:05,12:05,cheating,cheating,12.0,"32, Dr APJ Abdul Kalam Rd, Tees January Road Area, Motilal Nehru Marg Area, New Delhi, Delhi 110001, India",28.597870299999997,77.21160390000001
1 IPC 1860,"MAHARISHI RAMAN MARG, BHARTI NAGAR, GATE NO. 7, NEW DELHI",2017-02-17,2017-02-18,INTERVENING DAY,NEW DELHI,8165036170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170015,,2017-02-18,TUGHLAK ROAD,07:53,380,17:00,07:00,Theft,Theft,17.0,"Maharshi Raman Marg, Bharti Nagar, New Delhi, Delhi 110003, India",28.598356,77.2293716
1 IPC 1860,"MAHARISHI RAMAN MARG, BHARTI NAGAR, GATE NO. 7, NEW DELHI",2017-02-17,2017-02-18,INTERVENING DAY,NEW DELHI,8165036170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170015,,2017-02-18,TUGHLAK ROAD,07:53,380,17:00,07:00,Theft,Theft,17.0,"Maharshi Raman Marg, Bharti Nagar, New Delhi, Delhi 110003, India",28.598356,77.2293716
1 IPC 1860,"RACE COURSE, NEW DELHI",2017-02-23,2017-02-23,Thursday,NEW DELHI,8165036170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170016,4,2017-02-27,TUGHLAK ROAD,14:35,420,11:30,11:30,cheating,cheating,11.0,"Lok Kalyan Marg, New Delhi, Delhi 110011, India",28.598276,77.20288300000001
1 IPC 1860,"RACE COURSE, NEW DELHI",2017-02-23,2017-02-23,Thursday,NEW DELHI,8165036170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170016,4,2017-02-27,TUGHLAK ROAD,14:35,420,11:30,11:30,cheating,cheating,11.0,"Safdarjang's Tomb, Lodhi Estate, New Delhi, Delhi 110021, India",28.595091200000002,77.20279000000002
1 IPC 1860,"LOK NAYAK BHAWAN, KHAN MARKET, NEW DELHI",2017-03-12,2017-03-12,Sunday,NEW DELHI,8165036170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170017,6,2017-03-12,TUGHLAK ROAD,20:10,379,16:00,16:00,Theft,Theft,16.0,"Lok Nayak Bhawan, Prithviraj Ln, Sujan Sing Park North, Sujan Singh Park, New Delhi, Delhi 110003, India",28.6013598,77.226235
1 IPC 1860,"LOK NAYAK BHAWAN, KHAN MARKET, NEW DELHI",2017-03-12,2017-03-12,Sunday,NEW DELHI,8165036170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170017,6,2017-03-12,TUGHLAK ROAD,20:10,379,16:00,16:00,Theft,Theft,16.0,"110003, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003, India",28.60027800000001,77.22680600000002
1 IPC 1860,"PARKING, KHAN MARKET, NEW DELHI",2017-03-14,2017-03-14,Tuesday,NEW DELHI,8165036170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170019,8,2017-03-14,TUGHLAK ROAD,22:59,356/379/34,22:55,22:55,Snatching-Theft,Snatching,22.0,"138/47, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003, India",28.5997145,77.2269171
1 IPC 1860,"PARKING, KHAN MARKET, NEW DELHI",2017-03-14,2017-03-14,Tuesday,NEW DELHI,8165036170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170019,8,2017-03-14,TUGHLAK ROAD,22:59,356/379/34,22:55,22:55,Snatching-Theft,Snatching,22.0,"138/47, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003, India",28.5997145,77.2269171
1 IPC 1860,"COMMUNITY CENTRE, GOLF LINKS, NEW DELHI",2014-04-14,2014-06-30,INTERVENING DAY,NEW DELHI,8165036170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170022,,2014-08-04,TUGHLAK ROAD,00:00,406/420/12OB,00:00,00:00,Criminal breach of trust-cheating,Criminal breach of trust-cheating,0.0,"Central Golf Link Rd, Golf Links, New Delhi, Delhi 110003, India",28.5963257,77.23061249999998
1 IPC 1860,"MOLANA AZAD ROAD FOOTPATH, IN FRONT OF VIGYAN BHAWAN, MEENA BAGH, NEW DELHI",2017-04-10,2017-04-10,Monday,NEW DELHI,8165036170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170023,8,2017-04-11,TUGHLAK ROAD,00:35,379/356/34,23:10,23:10,Snatching-Theft,Snatching,23.0,"Maulana Azad Road, Central Secretariat, New Delhi, Delhi 110049, India",28.6107103,77.22055999999998
1 IPC 1860,"31, IST FLOOR, GOLF LINKS, NEW DELHI",2017-04-20,2017-04-21,INTERVENING DAY,NEW DELHI,8165036170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170025,,2017-04-21,TUGHLAK ROAD,08:58,380/457,22:00,06:00,Theft-house-trespass,Theft,22.0,"31, 1st Lane Johri Farm, Jamia Nagar Extension, Noor Nagar Extension, Noor Nagar, Okhla, New Delhi, Delhi 110025, India",28.5560686,77.2872184
1 IPC 1860,"31, IST FLOOR, GOLF LINKS, NEW DELHI",2017-04-20,2017-04-21,INTERVENING DAY,NEW DELHI,8165036170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170025,,2017-04-21,TUGHLAK ROAD,08:58,380/457,22:00,06:00,Theft-house-trespass,Theft,22.0,"31, 1st Cross Rd, Block H, Sarojini Nagar, New Delhi, Delhi 110023, India",28.5782157,77.196561
1 IPC 1860,"INDIA INTERNATIONAL CENTRE, 40 MAX MULLAR MARG IN HALL, NEW DELHI",2017-04-24,2017-04-24,Monday,NEW DELHI,8165036170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170026,7,2017-04-24,TUGHLAK ROAD,21:37,380,18:30,21:30,Theft,Theft,18.0,"India International Centre, 40, Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India",28.5935877,77.222732
1 IPC 1860,"INDIA INTERNATIONAL CENTRE, 40 MAX MULLAR MARG IN HALL, NEW DELHI",2017-04-24,2017-04-24,Monday,NEW DELHI,8165036170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170026,7,2017-04-24,TUGHLAK ROAD,21:37,380,18:30,21:30,Theft,Theft,18.0,"India International Centre, 40, Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India",28.593587699999997,77.222732
1 IPC 1860,"157, GOLF LINK, NEW DELHI",2017-04-25,2017-04-25,Tuesday,NEW DELHI,8165036170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170027,,2017-04-25,TUGHLAK ROAD,07:19,380/457,02:00,05:00,Theft-house-trespass,Theft,2.0,"157, Golf Links, New Delhi, Delhi 110003, India",28.594728000000003,77.23147940000001
1 IPC 1860,"157, GOLF LINK, NEW DELHI",2017-04-25,2017-04-25,Tuesday,NEW DELHI,8165036170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170027,,2017-04-25,TUGHLAK ROAD,07:19,380/457,02:00,05:00,Theft-house-trespass,Theft,2.0,"157, Golf Links, New Delhi, Delhi 110003, India",28.594728000000003,77.23147940000001
1 IPC 1860,"TEES JANUARY MARG, OPPOSITE KOTHI NO. 10, NEW DELHI",2017-04-25,2017-04-25,Tuesday,NEW DELHI,8165036170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170028,8,2017-04-25,TUGHLAK ROAD,23:11,279/304A,23:11,23:11,Negligence conduct-Rash driving,Rash driving,23.0,"Kama Koti Marg, RK Puram, New Delhi, Delhi 110022, India",28.5638679,77.17276059999998
1 IPC 1860,"TEES JANUARY MARG, OPPOSITE KOTHI NO. 10, NEW DELHI",2017-04-25,2017-04-25,Tuesday,NEW DELHI,8165036170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170028,8,2017-04-25,TUGHLAK ROAD,23:11,279/304A,23:11,23:11,Negligence conduct-Rash driving,Rash driving,23.0,"Kama Koti Marg, RK Puram, New Delhi, Delhi 110022, India",28.5638679,77.17276059999998
1 IPC 1860,"KOTHI NO. 24, GOLF LINKS, NEW DELHI",2017-04-30,2017-04-30,Sunday,NEW DELHI,8165036170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170029,,2017-04-30,TUGHLAK ROAD,11:20,380/457,01:00,07:00,Theft-house-trespass,Theft,1.0,"D6, Sector D, Vasant Kunj, New Delhi, Delhi 110070, India",28.527335200000003,77.1515453
1 IPC 1860,"KOTHI NO. 24, GOLF LINKS, NEW DELHI",2017-04-30,2017-04-30,Sunday,NEW DELHI,8165036170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170029,,2017-04-30,TUGHLAK ROAD,11:20,380/457,01:00,07:00,Theft-house-trespass,Theft,1.0,"Gautam Nagar, New Delhi, Delhi 110049, India",28.560966399999998,77.2111645
1 IPC 1860,"AMRITA SHERGIL MARG, NEAR LODHI GARDEN, NEW DELHI",2017-04-30,2017-04-30,Sunday,NEW DELHI,8165036170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170030,6,2017-04-30,TUGHLAK ROAD,18:22,379,17:30,18:22,Theft,Theft,17.0,"Amrita Shergill Marg, New Delhi, Delhi 110003, India",28.5962365,77.21968729999998
1 IPC 1860,"AMRITA SHERGIL MARG, NEAR LODHI GARDEN, NEW DELHI",2017-04-30,2017-04-30,Sunday,NEW DELHI,8165036170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165036170030,6,2017-04-30,TUGHLAK ROAD,18:22,379,17:30,18:22,Theft,Theft,17.0,"Amrita Shergill Marg, New Delhi, Delhi 110003, India",28.5962365,77.2196873
1 IPC 1860,"D 596, MANDIR MARG, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165015170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170003,8,2017-01-07,MANDIR MARG,16:05,363,23:00,23:00,Kidnapping,Kidnapping,23.0,"596, Mandir Marg, Sector D, Type 3, Sector C, Gole Market, New Delhi, Delhi 110001, India",28.6379173,77.2031319
1 IPC 1860,"D 596, MANDIR MARG, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165015170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170003,8,2017-01-07,MANDIR MARG,16:05,363,23:00,23:00,Kidnapping,Kidnapping,23.0,"596, Mandir Marg, Sector D, Type 3, Sector C, Gole Market, New Delhi, Delhi 110001, India",28.6379173,77.2031319
1 IPC 1860,"UNDER R.KASHRAM METRO STATION, NEW DELHI",2017-01-17,2017-01-17,Tuesday,NEW DELHI,8165015170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170007,7,2017-01-17,MANDIR MARG,22:35,379,19:00,19:15,Theft,Theft,19.0,"kreshna street, Paharganj, New Delhi, Delhi, India",28.6392677,77.20844950000001
1 IPC 1860,"UNDER R.KASHRAM METRO STATION, NEW DELHI",2017-01-17,2017-01-17,Tuesday,NEW DELHI,8165015170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170007,7,2017-01-17,MANDIR MARG,22:35,379,19:00,19:15,Theft,Theft,19.0,"kreshna street, Paharganj, New Delhi, Delhi, India",28.639267699999998,77.2084495
1 IPC 1860,BIHAR,2015-06-13,2015-12-21,INTERVENING DAY,NEW DELHI,8165015170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170011,,2017-01-21,MANDIR MARG,00:00,498A/406/34,00:00,00:00,Criminal breach of trust-domestic abuse,domestic abuse,0.0,"Bihar, India",25.0960742,85.31311939999998
1 IPC 1860,BIHAR,2015-06-13,2015-12-21,INTERVENING DAY,NEW DELHI,8165015170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170011,,2017-01-21,MANDIR MARG,00:00,498A/406/34,00:00,00:00,Criminal breach of trust-domestic abuse,domestic abuse,0.0,"Bihar, India",25.0960742,85.3131194
1 IPC 1860,NEW DELHI,2015-08-27,2015-11-19,INTERVENING DAY,NEW DELHI,8165015170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170012,,2017-01-22,MANDIR MARG,00:00,498A/406/34,00:00,00:00,Criminal breach of trust-domestic abuse,domestic abuse,0.0,"New Delhi, Delhi, India",28.6139391,77.20902120000002
1 IPC 1860,NEW DELHI,2015-08-27,2015-11-19,INTERVENING DAY,NEW DELHI,8165015170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170012,,2017-01-22,MANDIR MARG,00:00,498A/406/34,00:00,00:00,Criminal breach of trust-domestic abuse,domestic abuse,0.0,"New Delhi, Delhi, India",28.6139391,77.20902120000002
1 IPC 1860,"ON BANGLA SAHIB ROAD, IN FRONT OF JESES AND MARRY SCHOOL GATE, NEW DELHI",2017-02-10,2017-02-10,Friday,NEW DELHI,8165015170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170021,7,2017-02-10,MANDIR MARG,20:00,379/356/411,19:30,19:30,Snatching-Theft,Snatching,19.0,"1, Bangla Sahib Rd, Kali Mandir, Connaught Place, New Delhi, Delhi 110001, India",28.629701,77.2093469
1 IPC 1860,"ON BANGLA SAHIB ROAD, IN FRONT OF JESES AND MARRY SCHOOL GATE, NEW DELHI",2017-02-10,2017-02-10,Friday,NEW DELHI,8165015170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170021,7,2017-02-10,MANDIR MARG,20:00,379/356/411,19:30,19:30,Snatching-Theft,Snatching,19.0,"1, Bangla Sahib Rd, Kali Mandir, Connaught Place, New Delhi, Delhi 110001, India",28.629701,77.2093469
1 IPC 1860,"SHOP NO. 46, BHAGAT SINGH MARKET, GOLE MARKET, NEW DELHI",2017-02-11,2017-02-12,INTERVENING DAY,NEW DELHI,8165015170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170023,,2017-02-12,MANDIR MARG,10:38,380/457,22:00,10:00,Theft-house-trespass,Theft,22.0,"46,Bhagat Singh Market,Near Gole Market, New Delhi, Delhi 110001, India",28.6332874,77.20743909999999
1 IPC 1860,"SHOP NO. 46, BHAGAT SINGH MARKET, GOLE MARKET, NEW DELHI",2017-02-11,2017-02-12,INTERVENING DAY,NEW DELHI,8165015170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170023,,2017-02-12,MANDIR MARG,10:38,380/457,22:00,10:00,Theft-house-trespass,Theft,22.0,"22, Bhagat Singh Market, Shaheed Bhagat Singh Marg, Sector 4, Gole Market, New Delhi, Delhi 110001, India",28.6334317,77.2079333
1 IPC 1860,"NEAR INDIAN OIL PETROL PUMP, ON BHAI VEER SINGH MARG,, GOLE MARKET, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165015170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170025,7,2017-02-13,MANDIR MARG,23:10,379/356/34,21:15,21:15,Snatching-Theft,Snatching,21.0,"1/1, Bhai Vir Singh Marg, Sector 4, Gole Market, New Delhi, Delhi 110001, India",28.631029100000006,77.2056498
1 IPC 1860,"NEAR INDIAN OIL PETROL PUMP, ON BHAI VEER SINGH MARG,, GOLE MARKET, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165015170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170025,7,2017-02-13,MANDIR MARG,23:10,379/356/34,21:15,21:15,Snatching-Theft,Snatching,21.0,"1/1, Bhai Vir Singh Marg, Sector 4, Gole Market, New Delhi, Delhi 110001, India",28.63102910000001,77.2056498
1 IPC 1860,"SBI BANK, BANGLA SAHIB ROAD, NEW DELHI",2017-02-15,2017-02-15,Wednesday,NEW DELHI,8165015170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170026,4,2017-02-15,MANDIR MARG,22:30,420/34,12:25,12:25,cheating,cheating,12.0,"16, Sansad Marg, Police Colony, Connaught Place, New Delhi, Delhi 110001, India",28.626505600000005,77.2142556
1 IPC 1860,"SBI BANK, BANGLA SAHIB ROAD, NEW DELHI",2017-02-15,2017-02-15,Wednesday,NEW DELHI,8165015170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165015170026,4,2017-02-15,MANDIR MARG,22:30,420/34,12:25,12:25,cheating,cheating,12.0,"112, Bangla Sahib Rd, DIZ Staff Quarters, Gole Market, New Delhi, Delhi 110001, India",28.6329303,77.208702
1 IPC 1860,"TOLASTOY MARG NEAR JANPATH METRO STATION, CONNAUGHT PLACE NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170002,7,2017-01-05,CONNAUGHT PLACE,22:50,354/34,21:00,21:00,sexual harrasement,sexual harrasement,21.0,"Tolstoy Rd, Atul Grove Rd, Janpath, Connaught Place, New Delhi, Delhi 110001, India",28.6264192,77.2207188
1 IPC 1860,"TOLASTOY MARG NEAR JANPATH METRO STATION, CONNAUGHT PLACE NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170002,7,2017-01-05,CONNAUGHT PLACE,22:50,354/34,21:00,21:00,sexual harrasement,sexual harrasement,21.0,"Jantar Mantar Road, Janpath, Connaught Place, New Delhi, Delhi 110001, India",28.625061,77.219184
1 IPC 1860,"HALDIRAM, CONNAUGHT PLACE NEW DELHI",2017-01-07,2017-01-07,Saturday,NEW DELHI,8165011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170003,5,2017-01-07,CONNAUGHT PLACE,15:30,379,14:10,14:10,Theft,Theft,14.0,"6-7, L-Block, Outer Circle, Connaught Place, New Delhi, Delhi 110001, India",28.6341852,77.222195
1 IPC 1860,"HALDIRAM, CONNAUGHT PLACE NEW DELHI",2017-01-07,2017-01-07,Saturday,NEW DELHI,8165011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170003,5,2017-01-07,CONNAUGHT PLACE,15:30,379,14:10,14:10,Theft,Theft,14.0,"6-7, L-Block, Outer Circle, Connaught Place, New Delhi, Delhi 110001, India",28.6341852,77.222195
1 IPC 1860,"OUTER CIRCLE INFRONT OF H BLOCK, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165011170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170004,1,2017-01-08,CONNAUGHT PLACE,03:45,356/379/411/34,00:30,00:30,Snatching-Theft,Snatching,0.0,"H 55, First Floor, Outer Circle, Connaught Place, New Delhi, Delhi 110001, India",28.635386,77.219199
1 IPC 1860,"OUTER CIRCLE INFRONT OF H BLOCK, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165011170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170004,1,2017-01-08,CONNAUGHT PLACE,03:45,356/379/411/34,00:30,00:30,Snatching-Theft,Snatching,0.0,"Plaza Building, Outer Circle H block, Connaught Place, New Delhi, Delhi 110001, India",28.635149199999997,77.2196553
1 IPC 1860,"N-22, OUTER CIRCLE, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-09,INTERVENING DAY,NEW DELHI,8165011170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170005,,2017-01-09,CONNAUGHT PLACE,10:05,457/380,08:30,06:45,Theft-house-trespass,Theft,8.0,"Regal Building, 22, Connaught Circus, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.630976,77.21688999999998
1 IPC 1860,"N-22, OUTER CIRCLE, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-09,INTERVENING DAY,NEW DELHI,8165011170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170005,,2017-01-09,CONNAUGHT PLACE,10:05,457/380,08:30,06:45,Theft-house-trespass,Theft,8.0,"22, Connaught Circus, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.630976,77.21689
1 IPC 1860,SHIVAJI STADIUM TERMINAL,2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170008,7,2017-01-11,CONNAUGHT PLACE,23:08,379,20:30,20:30,Theft,Theft,20.0,"Jain Mandir Road, Shivaji Stadium, Connaught Place, New Delhi, Delhi 110001, India",28.633038,77.215071
1 IPC 1860,SHIVAJI STADIUM TERMINAL,2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170008,7,2017-01-11,CONNAUGHT PLACE,23:08,379,20:30,20:30,Theft,Theft,20.0,"Jain Mandir Marg, Shivaji Stadium, Connaught Place, New Delhi, Delhi 110001, India",28.633038,77.215071
1 IPC 1860,"OUTER CIRCLE OPPOSITE, REGAL CINEMA CON PLACE",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170009,6,2017-01-11,CONNAUGHT PLACE,23:09,356/379/34,18:30,18:30,Snatching-Theft,Snatching,18.0,"Connaught Circus, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.6311598,77.21657370000001
1 IPC 1860,"HANUMAN ROAD CROSSING, CONNAUGHT PLACE NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170011,5,2017-01-18,CONNAUGHT PLACE,18:45,279/337,15:20,15:20,Rash driving-endangering safety of others,Rash driving,15.0,"Hanuman Rd, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.6287402,77.2139504
1 IPC 1860,"HANUMAN ROAD CROSSING, CONNAUGHT PLACE NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170011,5,2017-01-18,CONNAUGHT PLACE,18:45,279/337,15:20,15:20,Rash driving-endangering safety of others,Rash driving,15.0,"Hanuman Rd, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",28.628669199999997,77.2137953
1 IPC 1860,"INFRONT OF HALDIRAM, L BLOCK CONNAUGHT PLACE ND",2017-01-20,2017-01-20,Friday,NEW DELHI,8165011170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170012,8,2017-01-20,CONNAUGHT PLACE,23:20,379,22:20,22:20,Theft,Theft,22.0,"6-7, L-Block, Outer Circle, Connaught Place, New Delhi, Delhi 110001, India",28.6341852,77.222195
